commit,validation_status,validation_reason,build_after,test_after,build_before,test_before,error_type,regressions,fixes,new_passes
f338ff8fc2ec9a810212319c7f69c1afb12601bf,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
fa72e538df48f9e4e07355188d7e64f240641536,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
a4c1e6a941e4c99fc5ab033372ee2323c08c28e1,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
193c7bb173281a274e3465e01ddcb2467d1f1c2c,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
eb32a9beb288477ac7b87bddcdcf0e53ddceac80,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
65b4577a356e4d208545f35aa8d62cdf4b527f2a,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
e0dac2e855638823a93f0b7d39cb99fed284138d,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
3053ed2adb0cd0c9aa9ece31cd958fc151b058fb,VALID_BACKPORT,reused_build_and_tests_passed,Success,Success,Skipped,Skipped (Only New Tests),,0,0,1
4ea396ab0572e5450120b1d35af896ad8d79de24,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
67dffc931f8d60c7e7aff9db8489aad2d05f5c52,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
1e858b134fb4a2089b50f7a339f567f1fd7f9471,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
be85bfb3c3d0dc4802808299eef6963e78628c79,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
1781a5356e0b04eabff39d98c82563dc68c4267b,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
bca02ec4f9b929aeea7e4def76c2b94c8d59757e,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
6e4a19ccdf98b13c407b2124ef658ef2b8f6041c,VALID_BACKPORT,reused_build_and_tests_passed,Success,Success,Skipped,Skipped (Only New Tests),,0,0,4
1d275abdb6d59c3ab665242b5d2c552ba18a27b6,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
c28b54de7b7269ddea32fa36b997f9484602f411,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
c9f0d93cf0fea3966a440e078c3d488922c787d2,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
83eb6279848b8c24e6525276f72d16d23313098c,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
f6e01514c39310e0eb97f4e0dedd8acd6ca9454d,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
66e8b106f910cf180b4d93d54375d3884bf08cbf,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
613f58c6d56901cad07379f1bac2f2235b59f6a5,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
28ee4d1c24055176162e49ca5d521edd9d23798a,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
af9de24c14d5bf5bc7d9aff32fb9dc604552db00,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
fd87d66b9aa82735b69b566b8aeb34d49358d7c1,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
76c88aa68b39aa35cbd1c7b18d9006c7013e2c79,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
f338f597be0581596c32c53c74c7403134a80e13,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
de64d93fd03546b2969d5b3af5de04491e2dd0d2,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
9bdc9bc7e15c08ef8590345438049e3de69659bd,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
3d3224ec6c33faa3b4a1df3a444f4015bd2e21e0,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
161ffa72fb2e4a26ae23a095dfb320f6ee7c6721,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
6aecbf50ac0ee6ff67c0dc900e3e61d2d77db457,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
bbfa4dcc177eb81d779e9c2063456c68799cb316,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
aaf29be75f152a85d6cf434ae1d0f4f3b1d5e865,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
7ce9e474bcbcc2e29b76333120b6ff42db2ab77b,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
18b5fe8b941611b1e46ba4ab05fe78df92753654,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
452f9cb7501b28b8e1f053ebf052c93fd458ae7f,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
fb98d84c44e783e1196a7cb783a5d313b7dd2d5e,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
2c91cc047a887cd61622fcbbf06f1d3448c77677,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
7ff4f3e3c43df834808b847004c77fe39217690c,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
dcf506dbce281049659ba4ba95add845115d395b,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
12a39baef22ae5a3d9cc48edb0cf6d96c9956e52,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
5b6bef571ee80b78a5641a89cb890094abcca955,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
b3940507d1f98f6902ff2d1945c2310e56a4a4f4,VALID_BACKPORT,reused_build_and_tests_passed,Success,Success,Skipped,Skipped (Only New Tests),,0,0,4
3191c862672d1b70d6124a8505a765504c869486,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
cc2bf063b7ad9f6619d54d884020b58c614babf3,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,28
52a6ae0c2ce371923689e141160a7cfc735ea2af,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,11
2c348280c8d655e7b87e1bdd700bfa484927d6ca,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,4
bb9ee7653662afe60f55e9a9b623f272fd310d58,VALID_BACKPORT,reused_build_and_tests_passed,Success,Success,Skipped,Skipped (Only New Tests),,0,0,6
62894021e1c179295784be02ae8ce56094688583,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,115
f146691fc3d4db06881c328ee0b6469c0c1b74eb,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
9eccda25ad9ffbcd8ca8d262519b80bdbb675b18,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,6
7637975f6d9adcf512e7c457c6aff3a008af7c57,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
30dd0b2e212c0ec5b39ffecfa72982eecc342a7f,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
90569c6b10cac00a38ad0bc2d3858a9d7af7863d,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
250c32bc54de946dd9ddfaa98e310234e805467d,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,2
f766086215af08175f8ca4bdfecce8d09b0e87d8,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
447b6ec494f7c8a94c9537615ef625153f02202d,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
1f4e7b320948c86bda0f44a24fa0307f77cb84eb,VALID_BACKPORT,reused_build_and_tests_passed,Success,Success,Skipped,Skipped (Only New Tests),,0,0,4
a9cb5cd575bf8c30000b5af404a7087294f1a858,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
8d96ccd37609a4d81e1048489fa63ce99124fe96,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
b752c8a49501705e62844ec524f7fb0d75cf119b,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,16
0ab35853565b6c1d85b4976bb6ac2989c362dec2,VALID_BACKPORT,reused_build_and_tests_passed,Success,Success,Skipped,Skipped (Only New Tests),,0,0,4
a4913839404144e1dd1c25c4b265e336a754bace,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
3e71bb54d8baa0a71acc785fe9530b6fd852d308,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,13
41b311170ee892d8c9121399df72ee24e8e42f26,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,9
d49517b6741b61096df31ba3fa4e2fe38b593bc6,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
fc1182b3c58c2a91ed3e14db68e24032b31fd55b,VALID_BACKPORT,build_fixed,Success,Fail,Fail,Skipped,,0,0,59
c38d43805fc4d8ea0e7bd80d67e7d64e3cd77206,VALID_BACKPORT,,Success,Crash/No Report,Success,Crash/No Report,,0,0,0
5de3d0804a0672bb9ed7dff3e01aa167105c3d96,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,9
af83c2e8905ed3a4643999fe1596187a4a7a5092,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,8
57dc275469354f104a995b2a83ec916d7b9114dc,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,4
e73e6b04f9e565cb1f1016a7b599d896426941a1,VALID_BACKPORT,build_fixed,Success,Fail,Fail,Skipped,,0,0,18
54a08adef1bf985ebcaac10d6241192999904122,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,26
00dbf119161855256b860a89aa05f353e41eb1b8,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,15
b02de7e3871aa14e9c1db9a4568de7b61c329c7b,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,74
132350bc09fb0164122f6c62b90978c6a8187001,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
30d72ed26fbf5e66561fccf51aa4835844abc4c2,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
ba578203560e42ead61a6deba84bb9ca78268d60,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
88f07a84fc4b8519fcf8a1ed8da4dca30fc51c46,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,15
ddd0ffa8a14d27839a2497d6595c46c84cf70099,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,8
dd5f141df01149645cf939e5a0bffc03a1c09afd,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
9e8bc7ee931f15bba6afb7864469add893b856e4,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,2,0
afc5307d2c49f0fb3f9804f23dc4fe1b658ce3c7,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,10
2be3b3005a41ee812fced0e6e44a92bdeeef1d80,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,69
b590298660d3f5c080f31262147810dc8b85f201,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,13
6ecfcde0b4880879436571b639dcce09f8ba68c6,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,102
dc3aaf1dc10d0c22ae867f118a51209555908055,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,8
e0161feb112a7c525989f18db95a384c967f3376,VALID_BACKPORT,,Success,Fail,Success,Fail,,0,0,0
1e84e0d06eb891af5602007453d61cf55744afe3,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
7325c6c1dae40e20f63bf2f7a05bfed3e241435c,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
19c9dfeb054fd656eee272c916cd754067ee16e3,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,5
898c78ee5d2ec7422c3bbe0d6ebd34141f5349c7,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,12
b74832610d396d75059148a70f26d0a1188b1418,VALID_BACKPORT,,Success,Success,Success,Crash/No Report,,0,0,5
b38748edc79f884d8033c2598f715a33477d8a4d,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,26
1f572ad4d393cb5dae04467c33f293553ae1dacd,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,2,0
02835dcf28860d8f3dc2419029f85b203cc0a5bf,VALID_BACKPORT,,Success,Success,Success,Fail,,0,0,0
1a110a587dff38291e2748f3e8385673dffeb67b,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
d4ec6295453e8678f38bcea0155882755595fcae,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,4
1c5c3b0a19bf370e06a2d2a13c92fa76203fbaaa,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
27d4bfec9d3c210987b4660a87c122b2885491b7,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
9b36a4357eecf079bcde4c7a4aa505ac5b9397c0,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,54
d98a29ffcc96113a1bfb5495c46e27b003a10813,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,15
a3e65e772ff8618961bfc3f6a1c15459f23dab6a,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,47
a9dac434534d305e127a20779af6d27c4e254385,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,20
